task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
heat some egg and put it in garbagecan.,"egg, microwave, stoveburner, pan","heat, open, put",TRANSFORM,Failed to heat egg using microwave (initially unable to open or place egg) or alternative methods like stoveburner/pan.,"To heat the egg, first open the microwave, then `move` the egg inside, and finally `close` the microwave before using the `heat` command.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,35-43,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,3,5-11
heat some egg and put it in garbagecan.,"egg, garbagecan",put,PLACE,"Used `put` command to place egg into garbagecan, which resulted in no action.",Use the `move` command instead of `put` to successfully place objects into receptacles.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,46-46,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,48-48
heat some egg and put it in garbagecan.,"egg, garbagecan",move,PLACE,Failed to move egg to garbagecan because the agent was not at the garbagecan's location.,Navigate to the target receptacle's location before attempting to move an object into it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,3,12-12,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,3,14-16
heat some mug and put it in coffeemachine.,"mug, cabinet, fridge, countertop","open, look in, go to, take",SEARCH,"Failed to find mug by opening cabinets or fridge, which yielded no results.",Search for the mug on countertops when cabinets and fridges are not interactable or empty.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,1,3-5,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,2,7-9
heat some mug and put it in coffeemachine.,microwave,"open, go to",ACQUIRE,Failed to open microwave because the agent was not at its location.,Go to the appliance's location before attempting to open or interact with it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,4,17-17,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,4,20-23
heat some mug and put it in coffeemachine.,"mug, microwave","heat, go to",TRANSFORM,Failed to heat mug with microwave because the agent was not at its location.,Go to the appliance's location before attempting to heat an object with it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,4,19-19,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,4,20-27
heat some mug and put it in coffeemachine.,"mug, microwave","put, heat",TRANSFORM,"Attempted to put mug inside microwave before heating, which is not the correct procedure.",Heat objects directly with the microwave; do not attempt to put them inside first.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,4,25-25,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,4,26-27
heat some mug and put it in coffeemachine.,"mug, coffeemachine","put, move",PLACE,"Failed to place mug in coffeemachine using 'put' or 'move' actions, leading to incorrect assumptions about mug's inventory status.","Use the 'move' action to place objects on the coffeemachine, and confirm the object remains in inventory after heating.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,2,14-16,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_044350_359469,4,35-37
heat some plate and put it in countertop.,"plate, microwave",heat,TRANSFORM,Failed to heat plate directly with microwave without opening it.,"To heat an object, go to the microwave, open it, and then use the 'heat' command.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,1,5-5,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,24-27
heat some plate and put it in countertop.,microwave,open,RECOVER,Failed to open microwave without first navigating to its location.,Go to the appliance's location before attempting to open it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,1,6-7,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,24-25
heat some plate and put it in countertop.,"cabinet, plate","open, search",SEARCH,"Failed to open multiple cabinets, indicating they might be inaccessible or empty.","If cabinets are inaccessible or empty, search for the object in alternative locations like countertops.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,2-14,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,16-18
heat some plate and put it in countertop.,"plate, stoveburner",put,PLACE,"Failed to place plate on stoveburner, as it's not a suitable receptacle.","Place the plate on a countertop, not a stoveburner, as stoveburners are not suitable receptacles.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,21-22,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,30-30
heat some plate and put it in countertop.,"plate, microwave",put,TRANSFORM,Failed to place plate inside open microwave using 'put in' command.,Directly use the 'heat' command on the object with the microwave; explicit 'put in' might not be required.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,26-26,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,27-27
heat some potato and put it in garbagecan.,fridge,open,SEARCH,Failed to open fridge 1 due to not being at its location.,Always go to the fridge's location before attempting to open it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,1,1-2,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,7-8
heat some potato and put it in garbagecan.,cabinet,open,SEARCH,Failed to open cabinet 1 due to not being at its location.,Always go to the cabinet's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,1-1,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,3-4
heat some potato and put it in garbagecan.,"potato, cabinet",find,SEARCH,Potato not found in cabinet 1 after opening it.,"If an object is not in one container, check other likely containers like the fridge.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,4-5,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,8-9
heat some potato and put it in garbagecan.,microwave,open,TRANSFORM,Failed to open microwave 1 due to not being at its location.,Always go to the microwave's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,11-11,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,12-13
heat some potato and put it in garbagecan.,"potato, microwave","put, heat",TRANSFORM,Repeatedly failed to put potato 2 in microwave 1 before heating.,The 'heat' command implicitly handles placing the item in the microwave; 'put' is not needed.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,14-18,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,19-19
heat some potato and put it in garbagecan.,microwave,"close, open",TRANSFORM,Accidentally closed microwave 1 while attempting to heat potato.,Re-open the microwave immediately after accidentally closing it during a task.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,15-15,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,17-17
find two book and put them in drawer.,drawer,go to,SEARCH,"Failed to navigate to drawer 3, consistently receiving 'Nothing happens'.","If 'go to' a location consistently fails, assume it's inaccessible and prioritize searching other locations.",CANDIDATE,pick_two_obj_and_place-Book-None-Drawer-307,1,8-8,pick_two_obj_and_place-Book-None-Drawer-307,3,26-26
find two book and put them in drawer.,"book, drawer","move, put",PLACE,"Failed to place an object into a drawer, receiving 'Nothing happens' when not at the target location.",Always navigate to the target container using 'go to' before attempting to place an object inside.,VALID_SAME_TRIAL,pick_two_obj_and_place-Book-None-Drawer-307,1,17-22,pick_two_obj_and_place-Book-None-Drawer-307,1,23-23
find two book and put them in drawer.,"book, bed",take,ACQUIRE,"Books on bed 1 appeared unpickable, consistently receiving 'Nothing happens' when attempting to take them.","Attempt to take different book IDs from bed 1, as some may be pickable despite initial failures.",VALID_NEXT_TRIAL,pick_two_obj_and_place-Book-None-Drawer-307,2,11-14,pick_two_obj_and_place-Book-None-Drawer-307,6,9-9
find two book and put them in drawer.,drawer,open,SEARCH,"Failed to open drawer 3, receiving 'Nothing happens'.","If 'open' a container fails, consider it unopenable and adjust search strategy to other locations.",CANDIDATE,pick_two_obj_and_place-Book-None-Drawer-307,4,21-21,pick_two_obj_and_place-Book-None-Drawer-307,4,32-32
find two book and put them in drawer.,"garbagecan, laundryhamper",open,SEARCH,"Failed to open garbagecan 1 or laundryhamper 1, receiving 'Nothing happens'.","If 'open' a container fails, consider it unopenable and adjust search strategy to other locations.",CANDIDATE,pick_two_obj_and_place-Book-None-Drawer-307,4,26-28,pick_two_obj_and_place-Book-None-Drawer-307,4,32-32
find two bowl and put them in dresser.,"Bowl, Dresser","pick, place",PLACE,Attempted to move an object to a location without being at the location.,Go to the target location before attempting to move an object there.,VALID_SAME_TRIAL,pick_two_obj_and_place-Bowl-None-Dresser-327,1,8-8,pick_two_obj_and_place-Bowl-None-Dresser-327,1,9-10
put two cd in dresser.,drawer,go,SEARCH,"Attempted to 'go to' drawer 2, but the action had no effect.","Successfully navigated to other drawers (3, 4, 5) by using the 'go to' command on valid targets.",VALID_SAME_TRIAL,pick_two_obj_and_place-CD-None-Dresser-303,1,3-3,pick_two_obj_and_place-CD-None-Dresser-303,1,5-5
put two cd in dresser.,drawer,open,SEARCH,"Attempted to 'open' drawer 2, but the action had no effect.",Successfully opened 'drawer 3' by using the 'open' command on an accessible drawer.,VALID_SAME_TRIAL,pick_two_obj_and_place-CD-None-Dresser-303,1,4-4,pick_two_obj_and_place-CD-None-Dresser-303,1,6-6
put two cd in dresser.,"cd, dresser",move,PLACE,"Attempted to move an object to a container, but the action had no effect.","Re-attempted the 'move' action after re-going to the target location, which resolved the issue.",VALID_SAME_TRIAL,pick_two_obj_and_place-CD-None-Dresser-303,1,19-19,pick_two_obj_and_place-CD-None-Dresser-303,1,21-21
find two creditcard and put them in sofa.,drawer,open,ACQUIRE,Attempted to check a closed drawer for an object.,Always open a container before attempting to check its contents.,VALID_SAME_TRIAL,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,2-2,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,3-3
find two creditcard and put them in sofa.,creditcard,"go to, open",SEARCH,"Creditcard not found in initial search locations (drawers, sidetables).",Expand search to alternative locations until the target object is found.,VALID_SAME_TRIAL,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,3-17,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,18-18
find two newspaper and put them in sofa.,"newspaper, sofa","pick, place",SEARCH,Attempted to find second newspaper in a previously emptied location.,"Expand search to new, unvisited locations when an object is not found in a previously checked spot.",VALID_SAME_TRIAL,pick_two_obj_and_place-Newspaper-None-Sofa-212/trial_T20190908_003932_911911,1,10-11,pick_two_obj_and_place-Newspaper-None-Sofa-212/trial_T20190908_003932_911911,1,12-17
find two saltshaker and put them in drawer.,"saltshaker, drawer","move, go to, place",PLACE,Attempted to move an object to a container without being at the container's location.,Go to the target container's location before attempting to move an object into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175233_453383,1,15-15,pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175233_453383,1,16-19
find two saltshaker and put them in drawer.,"saltshaker, drawer","put, move, place",PLACE,Used incorrect verb 'put' instead of 'move' to place a held object into a container.,Use the 'move [object] to [container]' command to place a held object into a container.,VALID_SAME_TRIAL,pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175233_453383,1,17-17,pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175233_453383,1,19-19
find two soapbottle and put them in cart.,"soapbottle, bathtubbasin, sinkbasin, shelf, cart, garbagecan","search, find",SEARCH,"Soapbottle not found in common locations like bathtubbasin, sinkbasin, shelves, or cart.",Expand search to less common locations like garbagecan when primary locations are empty.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,3-15,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,16-17
find two soapbottle and put them in cart.,"soapbottle, cart","move, go",PLACE,Attempted to move object to a container without being at the target location.,Go to the target location before attempting to place an object into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,20-20,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,22-22
find two soapbottle and put them in cart.,"soapbottle, cart","put, move",PLACE,"Used 'put' command which failed, indicating an incorrect verb for placing an object.",Use 'move' command instead of 'put' to place an object into a container.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,23-23,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,24-24
find two soapbottle and put them in cart.,"soapbottle, garbagecan, toilet","search, find",SEARCH,Second soapbottle not found in previously successful or common locations.,Continue expanding search to less obvious locations like toilet when primary locations are exhausted.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,25-27,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,28-28
put two spraybottle in toilet.,"spraybottle, cabinet, countertop","go, open",SEARCH,Inefficiently searched for spraybottle by checking cabinets before countertops.,"Prioritize checking countertops for spraybottle, as they are more likely locations.",VALID_NEXT_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,1,2-15,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,2-3
put two spraybottle in toilet.,toilet,go,PLACE,Failed to navigate directly to 'toilet' using 'go to' command.,Successfully navigate to 'toilet 1' by using 'go to toilet 1'.,VALID_NEXT_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,1,20-20,pick_two_obj_and_place-SprayBottle-None-Toilet-422,4,5-5
